crop,category,N,P,K,temperature,humidity,ph,rainfall,soil_type,season,water_avail,state
maize,cereal,77.0,50.0,56.0,18.0,56.2,6.64,76.9,red,rabi,rainfed,Madhya Pradesh
kidneybeans,pulse,35.0,64.0,35.0,16.7,69.6,6.96,118.6,loamy,kharif,rainfed,Karnataka
mustard,oilseed,56.0,58.0,49.0,20.7,50.2,6.32,69.7,alluvial,rabi,irrigated,Rajasthan
coriander,spice,40.0,43.0,36.0,16.8,50.4,6.66,64.3,alluvial,rabi,rainfed,Rajasthan
chickpea,pulse,38.0,51.0,47.0,26.5,45.7,6.97,74.3,alluvial,rabi,irrigated,Rajasthan
mango,horticulture,33.0,25.0,46.0,21.8,50.3,7.25,80.2,laterite,kharif,irrigated,Bihar
greengram,pulse,31.0,49.0,20.0,23.9,82.9,6.71,78.8,loamy,zaid,irrigated,Karnataka
jowar,millet,55.0,26.0,38.0,35.0,60.1,7.28,85.0,red,kharif,irrigated,Maharashtra
jute,cash,97.0,36.0,53.0,25.0,82.5,6.41,197.3,loamy,kharif,irrigated,Meghalaya
onion,vegetable,54.0,59.0,46.0,27.8,55.3,7.16,58.1,loamy,rabi,irrigated,Karnataka
banana,horticulture,83.0,72.0,86.0,40.4,78.5,6.97,156.3,alluvial,kharif,rainfed,Tamil Nadu
sunflower,oilseed,107.0,81.0,69.0,19.8,56.0,6.16,76.8,black,kharif,rainfed,Andhra Pradesh
greengram,pulse,35.0,37.0,24.0,29.8,66.7,6.56,64.2,loamy,kharif,rainfed,Karnataka
arecanut,plantation,30.0,30.0,83.0,20.4,81.4,6.3,147.5,laterite,kharif,irrigated,Tamil Nadu
soybean,oilseed,44.0,64.0,74.0,20.1,55.3,7.25,113.9,loamy,kharif,rainfed,Karnataka
ginger,spice,67.0,52.0,59.0,22.2,66.8,5.92,188.6,loamy,kharif,rainfed,Odisha
muskmelon,horticulture,62.0,37.0,67.0,28.6,55.6,6.38,74.7,sandy,zaid,irrigated,Karnataka
rubber,plantation,30.0,24.0,14.0,35.8,97.4,5.71,336.4,laterite,kharif,rainfed,Tamil Nadu
groundnut,cash,12.0,86.0,38.0,32.5,60.3,6.79,84.9,sandy,kharif,rainfed,Tamil Nadu
tobacco,cash,35.0,42.0,59.0,21.5,63.5,6.71,67.2,alluvial,rabi,irrigated,Telangana
muskmelon,horticulture,50.0,32.0,67.0,38.6,80.0,6.6,66.8,loamy,zaid,irrigated,Uttar Pradesh
soybean,oilseed,36.0,96.0,62.0,19.2,60.9,6.51,72.5,alluvial,kharif,rainfed,Rajasthan
ragi,millet,60.0,48.0,39.0,17.2,68.4,6.13,111.2,loamy,kharif,irrigated,Uttarakhand
bajra,millet,63.0,25.0,43.0,29.3,53.2,8.27,76.8,loamy,kharif,rainfed,Maharashtra
cashew,plantation,23.0,26.0,30.0,24.4,52.8,5.18,101.6,loamy,kharif,rainfed,Goa
banana,horticulture,108.0,64.0,111.0,28.8,93.6,5.95,152.2,alluvial,kharif,rainfed,Karnataka
tobacco,cash,61.0,53.0,47.0,33.1,72.6,6.87,85.1,alluvial,rabi,irrigated,Andhra Pradesh
rose,flower,64.0,65.0,47.0,17.3,68.7,5.55,89.4,alluvial,rabi,rainfed,Maharashtra
coriander,spice,39.0,44.0,33.0,17.3,51.8,6.97,54.3,loamy,rabi,irrigated,Gujarat
cardamom,spice,29.0,22.0,42.0,26.4,93.1,6.54,264.6,loamy,kharif,rainfed,Tamil Nadu
maize,cereal,82.0,52.0,64.0,26.3,79.9,6.04,121.8,red,rabi,rainfed,Bihar
mango,horticulture,24.0,20.0,62.0,39.3,42.2,6.27,75.8,laterite,kharif,irrigated,Tamil Nadu
pineapple,horticulture,42.0,19.0,49.0,34.0,93.1,6.25,151.4,sandy,kharif,irrigated,West Bengal
sunflower,oilseed,69.0,82.0,72.0,19.9,63.3,6.22,97.4,alluvial,rabi,irrigated,Andhra Pradesh
arecanut,plantation,42.0,22.0,105.0,34.9,72.8,6.9,224.9,loamy,kharif,rainfed,Tamil Nadu
chickpea,pulse,33.0,64.0,47.0,26.8,48.6,7.08,47.2,alluvial,rabi,rainfed,Karnataka
grapes,horticulture,42.0,35.0,56.0,24.1,60.7,7.98,61.6,black,rabi,rainfed,Maharashtra
rice,cereal,126.0,50.0,42.0,30.0,79.8,5.88,240.9,alluvial,kharif,irrigated,Punjab
mustard,oilseed,84.0,42.0,32.0,19.6,48.8,7.9,38.3,loamy,rabi,rainfed,Haryana
sunflower,oilseed,75.0,48.0,46.0,24.9,60.1,6.52,77.7,black,kharif,irrigated,Andhra Pradesh
jowar,millet,72.0,37.0,39.0,29.0,51.4,7.08,47.7,black,rabi,irrigated,Rajasthan
marigold,flower,53.0,56.0,67.0,15.9,71.7,7.37,67.8,sandy,kharif,rainfed,Tamil Nadu
jute,cash,87.0,48.0,45.0,34.6,90.6,6.83,156.2,loamy,kharif,rainfed,West Bengal
pomegranate,horticulture,20.0,16.0,34.0,20.8,37.5,7.07,38.4,loamy,kharif,irrigated,Andhra Pradesh
lentil,pulse,32.0,52.0,21.0,24.4,51.1,6.98,44.4,alluvial,rabi,rainfed,Rajasthan
coffee,plantation,80.0,34.0,46.0,15.8,60.1,7.07,135.9,laterite,kharif,rainfed,Andhra Pradesh
guava,horticulture,40.0,40.0,58.0,30.9,70.0,6.12,105.9,alluvial,kharif,rainfed,Andhra Pradesh
turmeric,spice,73.0,61.0,108.0,28.1,78.0,6.41,128.6,alluvial,kharif,irrigated,Telangana
cardamom,spice,26.0,33.0,55.0,17.8,69.6,6.04,362.4,loamy,kharif,rainfed,Arunachal Pradesh
muskmelon,horticulture,34.0,32.0,60.0,33.9,72.4,7.03,70.7,loamy,zaid,irrigated,Karnataka
barley,cereal,83.0,48.0,52.0,16.1,42.5,6.77,61.6,loamy,rabi,rainfed,Uttar Pradesh
muskmelon,horticulture,45.0,29.0,55.0,35.4,63.7,6.26,59.7,sandy,zaid,rainfed,Karnataka
cashew,plantation,16.0,28.0,29.0,39.8,51.9,5.19,184.4,laterite,kharif,irrigated,Kerala
rubber,plantation,30.0,30.0,32.0,33.0,101.9,6.39,265.8,laterite,kharif,irrigated,Tripura
mothbeans,pulse,11.0,37.0,21.0,35.1,51.0,7.84,32.4,sandy,kharif,rainfed,Rajasthan
greengram,pulse,19.0,42.0,38.0,32.7,77.0,7.33,96.5,red,kharif,rainfed,Karnataka
orange,horticulture,19.0,28.0,23.0,25.3,61.9,6.79,161.4,alluvial,rabi,irrigated,Meghalaya
bajra,millet,38.0,36.0,44.0,29.8,53.1,7.11,30.2,sandy,kharif,rainfed,Haryana
grapes,horticulture,26.0,34.0,42.0,13.8,59.7,7.7,59.1,red,rabi,irrigated,Andhra Pradesh
muskmelon,horticulture,49.0,40.0,57.0,23.9,54.8,7.33,55.6,loamy,zaid,rainfed,Haryana
sugarcane,cash,149.0,86.0,89.0,34.9,96.6,7.95,137.1,alluvial,kharif,rainfed,Maharashtra
ragi,millet,82.0,39.0,30.0,27.0,77.9,6.96,100.7,laterite,kharif,irrigated,Karnataka
watermelon,horticulture,59.0,57.0,74.0,31.7,67.2,6.38,60.3,loamy,kharif,irrigated,Andhra Pradesh
brinjal,vegetable,56.0,47.0,39.0,20.8,62.3,5.6,56.3,alluvial,kharif,irrigated,Andhra Pradesh
cabbage,vegetable,100.0,68.0,62.0,21.3,74.2,7.04,84.8,alluvial,rabi,irrigated,Maharashtra
cotton,cash,75.0,58.0,67.0,26.3,52.1,7.43,101.7,black,kharif,rainfed,Andhra Pradesh
okra,vegetable,56.0,38.0,52.0,37.4,62.5,6.54,114.9,sandy,kharif,rainfed,Andhra Pradesh
arecanut,plantation,30.0,25.0,87.0,35.0,81.2,6.9,224.9,alluvial,kharif,irrigated,Assam
onion,vegetable,53.0,33.0,69.0,15.2,79.7,7.35,59.0,black,rabi,rainfed,Karnataka
cowpea,pulse,30.0,54.0,32.0,30.7,73.2,6.01,84.3,loamy,zaid,rainfed,Karnataka
potato,vegetable,85.0,75.0,108.0,16.1,89.6,6.23,132.9,loamy,rabi,rainfed,Bihar
cowpea,pulse,27.0,33.0,25.0,32.9,85.3,5.88,91.6,loamy,kharif,rainfed,Andhra Pradesh
jasmine,flower,65.0,35.0,47.0,26.9,79.4,7.5,146.1,loamy,kharif,rainfed,Tamil Nadu
tea,plantation,32.0,18.0,25.0,10.0,79.4,5.72,184.7,loamy,kharif,rainfed,Assam
brinjal,vegetable,71.0,61.0,54.0,21.2,71.5,5.61,97.4,loamy,rabi,rainfed,Odisha
pomegranate,horticulture,35.0,19.0,18.0,19.4,60.4,7.76,54.5,loamy,kharif,rainfed,Maharashtra
ginger,spice,76.0,64.0,55.0,26.2,88.8,7.23,134.7,loamy,kharif,rainfed,Odisha
castor,oilseed,38.0,33.0,42.0,34.6,48.8,7.38,62.6,loamy,kharif,rainfed,Tamil Nadu
marigold,flower,75.0,46.0,66.0,25.3,72.5,7.29,92.9,sandy,rabi,rainfed,Karnataka
banana,horticulture,85.0,48.0,105.0,22.1,82.7,7.34,194.6,red,kharif,rainfed,Karnataka
wheat,cereal,99.0,80.0,61.0,14.3,68.6,6.41,102.1,alluvial,rabi,rainfed,Uttar Pradesh
lentil,pulse,36.0,39.0,27.0,21.6,68.6,6.55,36.7,black,rabi,irrigated,Rajasthan
horsegram,pulse,19.0,25.0,17.0,20.8,37.4,5.9,79.7,loamy,kharif,irrigated,Tamil Nadu
rubber,plantation,33.0,25.0,33.0,37.7,89.4,6.43,327.2,loamy,kharif,irrigated,Tripura
jute,cash,74.0,28.0,60.0,30.5,85.6,6.43,225.3,loamy,kharif,irrigated,West Bengal
cowpea,pulse,18.0,34.0,27.0,26.6,55.4,7.28,91.3,red,zaid,rainfed,Rajasthan
barley,cereal,55.0,52.0,53.0,8.9,49.5,6.55,58.2,loamy,rabi,rainfed,Himachal Pradesh
tea,plantation,37.0,23.0,12.0,10.3,79.6,5.48,179.3,loamy,kharif,rainfed,West Bengal
mustard,oilseed,95.0,64.0,43.0,11.1,49.7,6.02,27.8,loamy,rabi,rainfed,Uttar Pradesh
apple,horticulture,29.0,31.0,39.0,15.6,85.1,6.74,119.7,alluvial,rabi,rainfed,Uttarakhand
mustard,oilseed,58.0,57.0,30.0,18.5,71.0,7.93,44.5,alluvial,rabi,irrigated,Haryana
cotton,cash,108.0,47.0,59.0,36.9,65.8,7.22,114.3,alluvial,kharif,irrigated,Haryana
lentil,pulse,14.0,30.0,42.0,14.8,61.2,6.75,42.7,loamy,rabi,rainfed,Uttar Pradesh
ragi,millet,95.0,37.0,50.0,14.5,84.0,5.96,91.7,laterite,kharif,irrigated,Tamil Nadu
arecanut,plantation,22.0,21.0,69.0,33.1,74.1,7.5,212.9,alluvial,kharif,rainfed,Kerala
cauliflower,vegetable,120.0,55.0,77.0,9.2,83.6,7.32,74.1,alluvial,rabi,irrigated,West Bengal
arecanut,plantation,22.0,19.0,76.0,36.8,91.0,6.27,199.7,laterite,kharif,irrigated,Tamil Nadu
tea,plantation,29.0,23.0,16.0,21.7,87.0,4.85,375.0,loamy,kharif,rainfed,Tamil Nadu
okra,vegetable,36.0,47.0,39.0,36.9,78.3,7.46,81.2,sandy,zaid,rainfed,Bihar
cardamom,spice,21.0,23.0,52.0,19.4,78.2,6.26,420.5,laterite,kharif,irrigated,Arunachal Pradesh
cabbage,vegetable,90.0,41.0,82.0,16.1,91.8,6.98,155.9,alluvial,rabi,rainfed,Bihar
greengram,pulse,37.0,36.0,37.0,26.0,60.9,7.48,74.4,loamy,kharif,rainfed,Karnataka
ginger,spice,66.0,40.0,81.0,29.5,89.2,6.85,207.0,alluvial,kharif,rainfed,Kerala
mango,horticulture,31.0,33.0,43.0,24.7,67.9,6.08,123.0,loamy,kharif,rainfed,Tamil Nadu
pomegranate,horticulture,31.0,21.0,30.0,33.7,63.7,8.32,49.1,loamy,kharif,rainfed,Andhra Pradesh
sunflower,oilseed,98.0,83.0,63.0,20.8,80.2,7.93,48.3,alluvial,rabi,rainfed,Maharashtra
potato,vegetable,77.0,61.0,103.0,17.7,84.4,5.71,160.7,alluvial,rabi,rainfed,Punjab
pineapple,horticulture,52.0,34.0,59.0,26.9,83.2,5.91,169.7,laterite,kharif,rainfed,Manipur
sunflower,oilseed,77.0,68.0,47.0,21.9,65.1,6.63,49.7,loamy,rabi,irrigated,Orissa
mothbeans,pulse,14.0,42.0,30.0,31.7,36.6,8.11,53.9,sandy,kharif,irrigated,Gujarat
sugarcane,cash,144.0,52.0,98.0,35.8,95.0,7.59,178.5,alluvial,kharif,irrigated,Uttar Pradesh
tea,plantation,37.0,16.0,26.0,18.8,101.8,4.99,225.6,laterite,kharif,irrigated,Kerala
barley,cereal,102.0,39.0,40.0,17.9,69.1,6.62,68.2,alluvial,rabi,irrigated,Himachal Pradesh
sesame,oilseed,34.0,41.0,40.0,27.4,70.6,5.79,39.5,sandy,kharif,rainfed,Gujarat
barley,cereal,92.0,49.0,53.0,15.4,51.3,7.54,45.4,alluvial,rabi,irrigated,Haryana
rubber,plantation,36.0,21.0,15.0,24.1,76.4,6.13,196.1,loamy,kharif,irrigated,Karnataka
castor,oilseed,48.0,31.0,45.0,33.9,73.8,7.57,94.8,sandy,kharif,rainfed,Tamil Nadu
cotton,cash,60.0,37.0,58.0,34.6,52.2,6.98,117.5,black,kharif,rainfed,Andhra Pradesh
cauliflower,vegetable,94.0,75.0,61.0,15.4,89.4,7.21,128.3,loamy,rabi,irrigated,West Bengal
tapioca,horticulture,57.0,53.0,135.0,33.2,82.1,5.57,149.8,loamy,kharif,rainfed,Karnataka
tomato,vegetable,78.0,49.0,62.0,25.0,58.7,7.02,73.7,red,kharif,rainfed,Madhya Pradesh
jute,cash,62.0,52.0,53.0,26.6,86.8,6.41,210.2,alluvial,kharif,irrigated,West Bengal
cowpea,pulse,23.0,41.0,37.0,27.6,86.4,5.88,86.2,sandy,zaid,rainfed,Andhra Pradesh
watermelon,horticulture,38.0,38.0,70.0,24.3,66.3,6.64,53.4,sandy,kharif,irrigated,Rajasthan
orange,horticulture,39.0,20.0,31.0,24.0,67.4,6.86,148.3,laterite,rabi,irrigated,Assam
mothbeans,pulse,20.0,24.0,21.0,38.9,37.3,7.9,52.3,loamy,kharif,irrigated,Haryana
jute,cash,90.0,30.0,39.0,37.8,72.2,7.34,269.2,loamy,kharif,irrigated,Odisha
brinjal,vegetable,65.0,43.0,42.0,20.3,54.9,6.47,85.4,loamy,kharif,rainfed,Andhra Pradesh
brinjal,vegetable,41.0,30.0,37.0,36.3,72.7,6.29,90.7,loamy,kharif,rainfed,Bihar
guava,horticulture,33.0,42.0,49.0,27.5,51.2,5.8,88.7,sandy,kharif,irrigated,Karnataka
lentil,pulse,27.0,55.0,27.0,22.8,69.0,7.46,53.0,loamy,rabi,rainfed,Bihar
coffee,plantation,81.0,25.0,48.0,16.6,66.1,6.92,213.2,red,kharif,rainfed,Andhra Pradesh
chickpea,pulse,23.0,69.0,50.0,14.2,43.4,7.82,55.9,loamy,rabi,rainfed,Rajasthan
mothbeans,pulse,20.0,34.0,30.0,40.7,46.2,8.41,53.4,sandy,kharif,rainfed,Gujarat
brinjal,vegetable,66.0,46.0,72.0,26.2,53.8,6.21,59.1,sandy,kharif,rainfed,Odisha
orange,horticulture,38.0,17.0,24.0,19.6,76.6,5.85,106.1,alluvial,rabi,irrigated,Assam
banana,horticulture,78.0,56.0,104.0,22.4,64.7,6.07,193.6,alluvial,kharif,irrigated,Karnataka
kidneybeans,pulse,41.0,84.0,54.0,23.2,56.5,6.49,75.7,alluvial,kharif,rainfed,Himachal Pradesh
sapota,horticulture,34.0,18.0,39.0,20.6,59.9,7.43,125.0,alluvial,kharif,rainfed,Andhra Pradesh
mothbeans,pulse,25.0,32.0,30.0,40.2,28.8,8.24,24.9,loamy,kharif,irrigated,Maharashtra
tomato,vegetable,55.0,38.0,64.0,20.9,59.5,6.06,124.7,red,rabi,rainfed,Maharashtra
cabbage,vegetable,109.0,45.0,63.0,21.0,78.4,7.32,152.8,alluvial,rabi,rainfed,Odisha
pomegranate,horticulture,29.0,20.0,17.0,25.3,63.4,7.51,46.0,alluvial,kharif,rainfed,Andhra Pradesh
pineapple,horticulture,57.0,37.0,31.0,35.5,82.8,5.12,261.1,laterite,kharif,rainfed,Assam
wheat,cereal,155.0,62.0,64.0,18.0,60.7,7.39,78.2,loamy,rabi,rainfed,Madhya Pradesh
okra,vegetable,62.0,45.0,45.0,29.5,55.6,7.11,110.8,sandy,zaid,irrigated,Andhra Pradesh
muskmelon,horticulture,41.0,28.0,70.0,37.7,67.1,6.96,60.8,loamy,zaid,irrigated,Punjab
greengram,pulse,35.0,31.0,23.0,30.9,76.9,6.48,77.9,red,zaid,irrigated,Rajasthan
sunflower,oilseed,62.0,51.0,57.0,19.2,51.8,6.52,86.6,black,kharif,irrigated,Karnataka
guava,horticulture,51.0,41.0,37.0,22.1,56.5,7.35,91.5,alluvial,kharif,rainfed,Maharashtra
coffee,plantation,65.0,27.0,30.0,19.1,79.2,6.9,94.9,red,kharif,irrigated,Karnataka
ginger,spice,78.0,62.0,67.0,19.6,74.8,7.28,200.3,laterite,kharif,rainfed,Arunachal Pradesh
bajra,millet,37.0,24.0,26.0,24.3,37.0,8.37,74.8,sandy,kharif,rainfed,Uttar Pradesh
jasmine,flower,41.0,36.0,31.0,18.6,73.1,6.29,104.2,loamy,kharif,rainfed,Maharashtra
rubber,plantation,43.0,14.0,35.0,25.4,90.8,4.56,257.0,laterite,kharif,irrigated,Kerala
cotton,cash,83.0,38.0,63.0,35.2,55.8,6.78,69.2,loamy,kharif,irrigated,Haryana
rubber,plantation,31.0,11.0,35.0,28.3,95.2,4.71,190.2,loamy,kharif,irrigated,Kerala
blackgram,pulse,34.0,48.0,35.0,30.7,75.6,6.7,70.7,red,rabi,irrigated,Tamil Nadu
coriander,spice,36.0,36.0,24.0,16.5,60.3,7.33,40.9,loamy,rabi,rainfed,Rajasthan
pomegranate,horticulture,36.0,34.0,21.0,17.7,56.3,6.78,54.7,loamy,kharif,rainfed,Gujarat
tapioca,horticulture,81.0,28.0,99.0,29.2,85.2,5.51,126.5,red,kharif,rainfed,Maharashtra
turmeric,spice,59.0,65.0,57.0,20.0,88.7,6.74,197.9,red,kharif,irrigated,Tamil Nadu
potato,vegetable,128.0,60.0,114.0,21.9,84.1,5.59,117.0,loamy,rabi,irrigated,Punjab
chilli,spice,84.0,62.0,67.0,25.7,56.0,5.78,83.6,black,rabi,irrigated,Maharashtra
cardamom,spice,32.0,17.0,54.0,26.1,82.4,6.37,200.1,loamy,kharif,rainfed,Tamil Nadu
rubber,plantation,35.0,26.0,42.0,33.0,101.5,5.78,218.5,loamy,kharif,rainfed,Assam
banana,horticulture,122.0,74.0,97.0,24.3,84.9,7.36,151.6,alluvial,kharif,rainfed,Maharashtra
jute,cash,76.0,41.0,39.0,29.3,96.9,6.42,171.6,alluvial,kharif,rainfed,Odisha
pepper,spice,48.0,42.0,79.0,26.4,81.6,6.81,202.2,laterite,kharif,rainfed,Tamil Nadu
mothbeans,pulse,10.0,19.0,23.0,36.3,27.5,7.82,37.6,loamy,kharif,irrigated,Maharashtra
muskmelon,horticulture,42.0,43.0,69.0,41.0,76.6,6.36,74.4,sandy,zaid,irrigated,Haryana
orange,horticulture,24.0,18.0,25.0,23.0,58.8,7.46,139.3,loamy,rabi,rainfed,Punjab
guava,horticulture,28.0,34.0,48.0,22.7,63.9,7.2,99.1,laterite,kharif,rainfed,Bihar
potato,vegetable,106.0,52.0,111.0,16.6,84.8,5.57,147.0,alluvial,rabi,rainfed,West Bengal
greengram,pulse,17.0,46.0,22.0,33.4,82.1,6.18,66.4,red,zaid,irrigated,Andhra Pradesh
grapes,horticulture,43.0,34.0,39.0,29.5,61.4,6.95,97.6,black,rabi,irrigated,Mizoram
brinjal,vegetable,54.0,61.0,67.0,29.8,62.9,6.14,87.0,loamy,kharif,irrigated,West Bengal
chickpea,pulse,29.0,73.0,43.0,19.6,65.3,6.06,43.7,black,rabi,rainfed,Maharashtra
ragi,millet,90.0,26.0,35.0,18.5,78.4,6.62,70.9,loamy,kharif,irrigated,Odisha
pineapple,horticulture,57.0,29.0,62.0,28.7,79.2,6.16,139.3,loamy,kharif,irrigated,Manipur
groundnut,cash,15.0,57.0,73.0,30.2,63.5,6.06,56.2,loamy,rabi,irrigated,Karnataka
horsegram,pulse,26.0,25.0,30.0,21.3,36.8,6.82,52.8,laterite,rabi,rainfed,Andhra Pradesh
tomato,vegetable,84.0,73.0,76.0,29.7,63.3,7.19,118.1,loamy,kharif,irrigated,Andhra Pradesh
coriander,spice,31.0,36.0,49.0,19.9,66.6,6.54,48.2,sandy,rabi,irrigated,Andhra Pradesh
blackgram,pulse,38.0,34.0,32.0,27.6,90.5,6.54,98.1,loamy,kharif,rainfed,Andhra Pradesh
wheat,cereal,145.0,51.0,49.0,14.2,66.1,6.73,87.4,black,rabi,irrigated,Madhya Pradesh
ragi,millet,88.0,45.0,39.0,22.5,55.5,6.88,125.7,red,kharif,irrigated,Karnataka
apple,horticulture,40.0,36.0,22.0,6.0,71.9,6.67,180.1,loamy,rabi,rainfed,Uttarakhand
tobacco,cash,42.0,37.0,45.0,22.5,68.3,6.76,90.1,loamy,rabi,irrigated,Gujarat
rose,flower,43.0,68.0,48.0,26.3,81.3,5.86,77.9,alluvial,rabi,rainfed,Himachal Pradesh
ginger,spice,82.0,29.0,71.0,22.0,66.8,6.26,95.2,loamy,kharif,irrigated,Kerala
pomegranate,horticulture,33.0,30.0,26.0,26.5,44.0,6.56,41.5,loamy,kharif,irrigated,Gujarat
arecanut,plantation,29.0,15.0,101.0,21.1,71.4,7.34,206.5,laterite,kharif,rainfed,Karnataka
banana,horticulture,83.0,63.0,101.0,39.5,71.3,7.2,166.8,red,kharif,rainfed,Karnataka
chickpea,pulse,29.0,68.0,56.0,16.8,61.3,6.69,47.0,black,rabi,rainfed,Karnataka
guava,horticulture,30.0,25.0,59.0,40.4,61.1,5.05,135.5,loamy,kharif,irrigated,Karnataka
coriander,spice,36.0,53.0,23.0,18.3,68.6,7.39,58.2,loamy,rabi,rainfed,Rajasthan
onion,vegetable,59.0,48.0,37.0,20.4,55.8,6.77,56.5,alluvial,kharif,rainfed,Maharashtra
cardamom,spice,23.0,31.0,34.0,17.8,95.7,5.31,253.3,red,kharif,rainfed,Sikkim
papaya,horticulture,71.0,50.0,80.0,37.5,57.8,7.17,131.4,sandy,kharif,rainfed,Andhra Pradesh
coffee,plantation,77.0,24.0,28.0,23.3,81.3,6.42,178.8,laterite,kharif,irrigated,Karnataka
kidneybeans,pulse,29.0,51.0,36.0,23.6,85.6,6.48,86.0,loamy,kharif,irrigated,Himachal Pradesh
chilli,spice,54.0,66.0,46.0,23.2,73.9,5.51,122.0,alluvial,kharif,rainfed,Telangana
potato,vegetable,99.0,79.0,114.0,23.1,71.9,6.25,143.1,alluvial,rabi,rainfed,Uttar Pradesh
muskmelon,horticulture,31.0,25.0,56.0,26.3,59.7,7.36,61.2,sandy,zaid,rainfed,Haryana
pepper,spice,33.0,22.0,108.0,23.7,93.8,6.98,276.0,laterite,kharif,irrigated,Kerala
jute,cash,93.0,37.0,37.0,31.0,91.6,6.1,241.5,alluvial,kharif,rainfed,Bihar
papaya,horticulture,77.0,31.0,55.0,25.3,61.7,6.66,127.7,loamy,kharif,rainfed,Tamil Nadu
cauliflower,vegetable,124.0,70.0,66.0,22.3,61.8,7.36,116.6,loamy,rabi,rainfed,Maharashtra
arecanut,plantation,27.0,21.0,67.0,35.3,89.8,6.07,187.0,loamy,kharif,rainfed,West Bengal
sesame,oilseed,23.0,29.0,36.0,39.3,62.6,6.66,64.9,sandy,kharif,irrigated,Tamil Nadu
horsegram,pulse,22.0,32.0,23.0,27.1,44.5,5.67,72.3,laterite,kharif,irrigated,Tamil Nadu
okra,vegetable,61.0,36.0,30.0,30.5,56.4,6.4,112.2,loamy,zaid,irrigated,Andhra Pradesh
lentil,pulse,35.0,49.0,34.0,25.1,44.8,6.69,44.2,alluvial,rabi,irrigated,Madhya Pradesh
bajra,millet,33.0,34.0,45.0,38.7,30.0,7.23,41.8,sandy,kharif,rainfed,Rajasthan
grapes,horticulture,38.0,31.0,46.0,23.8,70.1,7.42,55.2,red,rabi,rainfed,Maharashtra
apple,horticulture,41.0,35.0,39.0,6.2,85.0,5.75,137.5,loamy,rabi,rainfed,Himachal Pradesh
sugarcane,cash,119.0,77.0,79.0,28.3,91.0,6.42,115.6,loamy,kharif,irrigated,Uttar Pradesh
pigeonpeas,pulse,43.0,48.0,34.0,24.4,65.7,6.96,79.9,red,kharif,irrigated,Madhya Pradesh
grapes,horticulture,24.0,35.0,39.0,24.5,80.6,6.84,83.4,black,rabi,rainfed,Mizoram
tobacco,cash,30.0,42.0,45.0,18.8,68.7,5.5,78.7,loamy,rabi,rainfed,Gujarat
guava,horticulture,41.0,31.0,55.0,34.2,56.4,5.86,115.5,alluvial,kharif,rainfed,Karnataka
cauliflower,vegetable,129.0,61.0,74.0,21.7,80.1,6.13,75.8,alluvial,rabi,irrigated,Uttar Pradesh
tomato,vegetable,82.0,43.0,81.0,17.6,78.4,6.9,107.3,red,kharif,rainfed,Karnataka
marigold,flower,41.0,70.0,47.0,19.5,61.0,6.41,118.9,alluvial,rabi,rainfed,Maharashtra
soybean,oilseed,49.0,90.0,45.0,24.1,71.9,6.64,93.3,alluvial,kharif,irrigated,Rajasthan
cashew,plantation,23.0,15.0,27.0,20.8,66.7,6.09,142.1,loamy,kharif,rainfed,Andhra Pradesh
marigold,flower,63.0,56.0,61.0,26.7,62.1,6.68,122.5,loamy,rabi,rainfed,Maharashtra
tobacco,cash,31.0,45.0,29.0,19.2,80.8,6.18,67.7,alluvial,rabi,rainfed,Telangana
papaya,horticulture,58.0,41.0,79.0,24.9,62.3,7.24,103.3,sandy,kharif,irrigated,Tamil Nadu
coconut,plantation,33.0,20.0,62.0,38.2,90.8,7.39,116.1,sandy,kharif,rainfed,Tamil Nadu
pomegranate,horticulture,29.0,20.0,35.0,38.1,58.4,7.98,63.8,sandy,kharif,rainfed,Rajasthan
cocoa,plantation,19.0,38.0,53.0,23.9,72.7,6.92,212.0,laterite,kharif,rainfed,Karnataka
apple,horticulture,32.0,22.0,20.0,5.7,85.2,6.29,169.1,loamy,rabi,rainfed,Jammu & Kashmir
banana,horticulture,91.0,55.0,85.0,32.3,87.0,7.35,126.6,alluvial,kharif,rainfed,Andhra Pradesh
apple,horticulture,39.0,36.0,31.0,11.6,82.7,5.5,99.3,loamy,rabi,rainfed,Uttarakhand
cocoa,plantation,43.0,24.0,34.0,32.0,83.0,7.47,189.2,loamy,kharif,rainfed,Andhra Pradesh
pepper,spice,33.0,43.0,101.0,28.7,90.2,6.68,311.2,laterite,kharif,rainfed,Karnataka
brinjal,vegetable,66.0,53.0,53.0,21.9,86.1,5.88,64.3,alluvial,rabi,rainfed,Bihar
muskmelon,horticulture,61.0,26.0,69.0,25.1,74.9,7.11,73.0,loamy,zaid,irrigated,Uttar Pradesh
potato,vegetable,118.0,70.0,95.0,22.6,67.6,5.85,89.6,sandy,rabi,irrigated,Bihar
tobacco,cash,41.0,29.0,34.0,32.8,80.8,6.18,74.8,alluvial,rabi,rainfed,Telangana
tea,plantation,23.0,24.0,12.0,23.0,87.5,5.46,179.2,loamy,kharif,irrigated,West Bengal
pineapple,horticulture,39.0,29.0,50.0,24.3,71.4,4.7,214.0,sandy,kharif,irrigated,Karnataka
coconut,plantation,34.0,23.0,59.0,21.9,91.4,7.81,171.8,alluvial,kharif,rainfed,West Bengal
blackgram,pulse,39.0,49.0,32.0,33.2,90.3,7.27,92.8,loamy,kharif,rainfed,Tamil Nadu
